# Path, Multiple keys, Type, Details
1/12/1/7/28/10/503,,string
1/12/1/7/28/10/507,,int
1/12/1/7/29,,unknown,EmptyData
1/12/1/8,,int
1/12/2,,int
1/12/4,,int
1/13,,object
1/13/1,,object
1/13/1/1,,object
1/13/1/1/1,,object
1/13/1/1/1/1,,int
1/13/1/1/1/2,,int
1/13/1/1/1/3,,int
1/13/1/1/1/5,,int
1/13/1/1/2,,string
1/13/1/1/3,*,object
1/13/1/1/3/1,,int
1/13/1/1/3/2,,object
1/13/1/1/3/2/1,,int
1/13/1/1/3/2/2,,int
1/13/1/1/3/2/3,,int
1/13/1/1/3/2/5,,int
1/13/1/1/3/3,,object
1/13/1/1/3/3/1,,int
1/13/1/1/3/3/2,,int
1/13/1/1/3/3/3,,int
1/13/1/1/3/3/5,,int
1/13/1/1/3/4,*,object
1/13/1/1/3/4/1,,object
1/13/1/1/3/4/1/1,,int
1/13/1/1/3/4/1/2,,int
1/13/1/1/3/4/2,,object
1/13/1/1/3/4/2/1,,int
1/13/1/1/3/4/2/2,,int
1/13/1/1/3/4/3,,object
1/13/1/1/3/4/3/1,,int
1/13/1/1/3/4/3/2,,int
1/13/1/1/3/4/3/4,,object
1/13/1/1/3/4/3/4/1,,int
1/13/1/1/3/4/3/4/100,,object
1/13/1/1/3/4/3/4/100/1,,int
1/13/1/1/3/4/3/101,,object
1/13/1/1/3/4/3/101/1,,int
1/13/1/1/3/4/3/106,,object
1/13/1/1/3/4/3/106/1,,int
1/13/1/1/3/4/3/110,,object
1/13/1/1/3/4/3/110/1,,int
1/13/1/1/3/4/3/110/2,,object
1/13/1/1/3/4/3/110/2/1,,int
1/13/1/1/3/4/3/110/2/4,,object
1/13/1/1/3/4/3/110/2/4/1,,int
1/13/1/1/3/4/3/110/2/4/100,,object
1/13/1/1/3/4/3/110/2/4/100/1,,int
1/13/1/1/3/4/3/110/2/109,,unknown,EmptyData
1/13/1/1/3/4/4,,int
1/13/1/1/3/4/5,,object
1/13/1/1/3/4/5/1,,int
1/13/1/1/3/4/5/2,,object
1/13/1/1/3/4/5/2/1,,int
1/13/1/1/3/4/5/3,,object
1/13/1/1/3/4/5/3/1,,int
1/13/1/1/3/5,,float32
1/13/1/1/3/6,,float32
1/13/1/1/5,,object
1/13/1/1/5/1,,string
1/13/1/1/5/2,,float32
1/13/1/1/5/3,,float32
3,,string
